// Old Card Album Obtainable Items Database
//
// Structure of Database:
// GroupID,ItemID,Rate

IG_CardAlbum,4001,10// 포링 카드
IG_CardAlbum,4002,10// 파브르 카드
IG_CardAlbum,4003,6// 푸파 카드
IG_CardAlbum,4004,11// 드롭프스 카드
IG_CardAlbum,4005,1// 산타포링 카드
IG_CardAlbum,4006,7// 루나틱 카드
IG_CardAlbum,4007,4// 페코페코 알 카드
IG_CardAlbum,4008,10// 픽키 카드
IG_CardAlbum,4009,10// 촌촌 카드
IG_CardAlbum,4010,10// 윌로우 카드
IG_CardAlbum,4011,10// 픽키 카드
IG_CardAlbum,4012,8// 도둑벌레 알 카드
IG_CardAlbum,4013,7// 앙드레 알 카드
IG_CardAlbum,4014,5// 로다프로그 카드
IG_CardAlbum,4015,7// 콘도르 카드
IG_CardAlbum,4016,7// 도둑벌레 카드
IG_CardAlbum,4017,5// 세비지 베베 카드
IG_CardAlbum,4019,5// 호넷 카드
IG_CardAlbum,4020,5// 퍼밀리어 카드
IG_CardAlbum,4021,5// 로커 카드
IG_CardAlbum,4022,5// 스포아 카드
IG_CardAlbum,4023,5// 데저트울프 새끼 카드
IG_CardAlbum,4024,5// 플랑크톤 카드
IG_CardAlbum,4025,5// 스켈레톤 카드
IG_CardAlbum,4026,3// 암컷 도둑벌레 카드
IG_CardAlbum,4027,3// 쿠크레 카드
IG_CardAlbum,4028,3// 타로우 카드
IG_CardAlbum,4029,3// 울프 카드
IG_CardAlbum,4030,3// 만드라고라 카드
IG_CardAlbum,4031,3// 페코페코 카드
IG_CardAlbum,4032,3// 앰버나이트 카드
IG_CardAlbum,4033,3// 포포링 카드
IG_CardAlbum,4034,3// 웜테일 카드
IG_CardAlbum,4035,3// 히드라 카드
IG_CardAlbum,4036,3// 무카 카드
IG_CardAlbum,4037,3// 스네이크 카드
IG_CardAlbum,4038,3// 좀비 카드
IG_CardAlbum,4039,3// 스타이너 카드
IG_CardAlbum,4041,3// 코코 카드
IG_CardAlbum,4042,3// 스틸촌촌 카드
IG_CardAlbum,4043,3// 앙드레 카드
IG_CardAlbum,4044,3// 스모키 카드
IG_CardAlbum,4045,3// 호른 카드
IG_CardAlbum,4046,3// 마르틴 카드
IG_CardAlbum,4048,3// 포이즌 스포아 카드
IG_CardAlbum,4049,3// 바돈 카드
IG_CardAlbum,4050,3// 수컷 도둑벌레 카드
IG_CardAlbum,4051,3// 요요 카드
IG_CardAlbum,4052,3// 엘더윌로우 카드
IG_CardAlbum,4053,1// 비타타 카드
IG_CardAlbum,4055,3// 마리나 카드
IG_CardAlbum,4056,3// 더스티네스 카드
IG_CardAlbum,4057,2// 메틀러 카드
IG_CardAlbum,4058,2// 타라프로그 카드
IG_CardAlbum,4060,2// 고블린 카드
IG_CardAlbum,4061,2// 커너투스 카드
IG_CardAlbum,4062,2// 아나콘다크 카드
IG_CardAlbum,4063,2// 카라멜 카드
IG_CardAlbum,4064,2// 제롬 카드
IG_CardAlbum,4065,2// 카호 카드
IG_CardAlbum,4066,2// 오크워리어 카드
IG_CardAlbum,4067,2// 메갈로돈 카드
IG_CardAlbum,4068,2// 스콜피온 카드
IG_CardAlbum,4069,2// 드레인리어 카드
IG_CardAlbum,4070,2// 에기라 카드
IG_CardAlbum,4071,2// 오크좀비 카드
IG_CardAlbum,4072,2// 고렘 카드
IG_CardAlbum,4073,2// 파이어럿 스켈 카드
IG_CardAlbum,4074,2// 빅풋 카드
IG_CardAlbum,4075,2// 아르고스 카드
IG_CardAlbum,4076,2// 백련옥 카드
IG_CardAlbum,4077,2// 휀 카드
IG_CardAlbum,4078,2// 세비지 카드
IG_CardAlbum,4079,2// 맨티스 카드
IG_CardAlbum,4080,2// 플로라 카드
IG_CardAlbum,4081,2// 호드 카드
IG_CardAlbum,4082,1// 데저트울프 카드
IG_CardAlbum,4083,1// 라플레시아 카드
IG_CardAlbum,4084,1// 마린스피어 카드
IG_CardAlbum,4085,1// 오크 스켈레톤 카드
IG_CardAlbum,4086,1// 솔져 스켈레톤 카드
IG_CardAlbum,4087,1// 가이아스 카드
IG_CardAlbum,4088,1// 프릴도라 카드
IG_CardAlbum,4089,1// 소드피쉬 카드
IG_CardAlbum,4090,1// 무낙 카드
IG_CardAlbum,4091,1// 코볼트 카드
IG_CardAlbum,4092,1// 스켈워커 카드
IG_CardAlbum,4093,1// 오본느 카드
IG_CardAlbum,4094,1// 아쳐스켈레톤 카드
IG_CardAlbum,4095,1// 마르스 카드
IG_CardAlbum,4096,1// 제노크 카드
IG_CardAlbum,4097,1// 마타 카드
IG_CardAlbum,4098,1// 도깨비 카드
IG_CardAlbum,4099,1// 파사나 카드
IG_CardAlbum,4100,1// 소희 카드
IG_CardAlbum,4101,1// 샌드맨 카드
IG_CardAlbum,4102,1// 위스퍼 카드
IG_CardAlbum,4103,1// 호롱 카드
IG_CardAlbum,4104,1// 레퀴엠 카드
IG_CardAlbum,4105,1// 마르크 카드
IG_CardAlbum,4106,1// 미이라 카드
IG_CardAlbum,4107,1// 베릿트 카드
IG_CardAlbum,4108,1// 미스트 카드
IG_CardAlbum,4109,1// 잭 카드
IG_CardAlbum,4110,1// 구울 카드
IG_CardAlbum,4111,1// 스트라우프 카드
IG_CardAlbum,4112,1// 마르두크 카드
IG_CardAlbum,4113,1// 마리오네트 카드
IG_CardAlbum,4114,1// 아르지오프 카드
IG_CardAlbum,4115,1// 헌터플라이 카드
IG_CardAlbum,4116,1// 이시스 카드
IG_CardAlbum,4117,1// 사이드 와인더 카드
IG_CardAlbum,4118,1// 쁘띠 카드
IG_CardAlbum,4119,1// 바소리 카드
IG_CardAlbum,4120,1// 쁘띠 카드
IG_CardAlbum,4122,1// 데비루치 카드
IG_CardAlbum,4125,1// 데비어스 카드
IG_CardAlbum,4127,1// 나이트메어 카드
IG_CardAlbum,4129,1// 바포메트 주니어 카드
IG_CardAlbum,4133,1// 레이드릭 카드
IG_CardAlbum,4136,1// 칼리츠버그 카드
IG_CardAlbum,4141,1// 드루이드 카드
IG_CardAlbum,4149,1// 가고일 카드
IG_CardAlbum,4150,1// 고우트 카드
IG_CardAlbum,4151,1// 가조마르트 카드
IG_CardAlbum,4152,1// 갈라파고 카드
IG_CardAlbum,4153,1// 게 카드
IG_CardAlbum,4154,1// 경단동자 카드
IG_CardAlbum,4156,1// 고블린스팀라이더 카드
IG_CardAlbum,4157,1// 고블린아쳐 카드
IG_CardAlbum,4158,1// 공중딜리터 카드
IG_CardAlbum,4159,1// 구미호 카드
IG_CardAlbum,4160,1// 구식조총병 카드
IG_CardAlbum,4161,1// 그랜드페코 카드
IG_CardAlbum,4162,1// 그리즐리 카드
IG_CardAlbum,4164,1// 글린부르스티 카드
IG_CardAlbum,4165,1// 기그 카드
IG_CardAlbum,4166,1// 나이트메어테러 카드
IG_CardAlbum,4167,1// 네레이드 카드
IG_CardAlbum,4170,1// 다크프레임 카드
IG_CardAlbum,4172,1// 더페이퍼 카드
IG_CardAlbum,4173,1// 데몬펑거스 카드
IG_CardAlbum,4175,1// 독두꺼비 카드
IG_CardAlbum,4176,1// 듀라한 카드
IG_CardAlbum,4177,1// 드라이어드 카드
IG_CardAlbum,4178,1// 드래곤테일 카드
IG_CardAlbum,4180,1// 드릴러 카드
IG_CardAlbum,4181,1// 디스가이즈 카드
IG_CardAlbum,4182,1// 디아볼릭 카드
IG_CardAlbum,4184,1// 라바골렘 카드
IG_CardAlbum,4185,1// 라이드워드 카드
IG_CardAlbum,4186,1// 레글러 카드
IG_CardAlbum,4187,1// 레이드릭아쳐 카드
IG_CardAlbum,4188,1// 레이브올마이 카드
IG_CardAlbum,4189,1// 레이스데드 카드
IG_CardAlbum,4190,1// 레이쓰 카드
IG_CardAlbum,4191,1// 로리루리 카드
IG_CardAlbum,4192,1// 로터자이로 카드
IG_CardAlbum,4193,1// 루드 카드
IG_CardAlbum,4194,1// 리비오 카드
IG_CardAlbum,4195,1// 리프캣 카드
IG_CardAlbum,4196,1// 마린 카드
IG_CardAlbum,4199,1// 머맨 카드
IG_CardAlbum,4200,1// 메갈리스 카드
IG_CardAlbum,4201,1// 메이저우로스 카드
IG_CardAlbum,4202,1// 묘괴 카드
IG_CardAlbum,4204,1// 미니데몬 카드
IG_CardAlbum,4205,1// 미믹 카드
IG_CardAlbum,4206,1// 미스트케이스 카드
IG_CardAlbum,4208,1// 미야비인형 카드
IG_CardAlbum,4209,1// 바이올리 카드
IG_CardAlbum,4210,1// 배회하는자 카드
IG_CardAlbum,4212,1// 본건 카드
IG_CardAlbum,4213,1// 브릴라이트 카드
IG_CardAlbum,4214,1// 블러디머더러 카드
IG_CardAlbum,4215,1// 블레이저 카드
IG_CardAlbum,4216,1// 사스콰치 카드
IG_CardAlbum,4217,1// 생도목 카드
IG_CardAlbum,4218,1// 서큐버스 카드
IG_CardAlbum,4219,1// 세이지웜 카드
IG_CardAlbum,4220,1// 솔리더 카드
IG_CardAlbum,4221,1// 스켈레톤제네럴 카드
IG_CardAlbum,4222,1// 스켈프리즈너 카드
IG_CardAlbum,4223,1// 스터랙틱고렘 카드
IG_CardAlbum,4224,1// 스템웜 카드
IG_CardAlbum,4225,1// 스톤슈터 카드
IG_CardAlbum,4226,1// 스팅 카드
IG_CardAlbum,4227,1// 스프링래빗 카드
IG_CardAlbum,4228,1// 슬리퍼 카드
IG_CardAlbum,4229,1// 시계탑관리자 카드
IG_CardAlbum,4230,1// 시노비 카드
IG_CardAlbum,4231,1// 식양 카드
IG_CardAlbum,4232,1// 신선초 카드
IG_CardAlbum,4233,1// 아기표범 카드
IG_CardAlbum,4234,1// 아놀리안 카드
IG_CardAlbum,4235,1// XMAS쿠키 카드
IG_CardAlbum,4237,1// 아울듀크 카드
IG_CardAlbum,4238,1// 아울바론 카드
IG_CardAlbum,4239,1// 아이언피스트 카드
IG_CardAlbum,4240,1// 아크라우스 카드
IG_CardAlbum,4242,1// 아포칼립스 카드
IG_CardAlbum,4243,1// 안토니오 카드
IG_CardAlbum,4244,1// 알람 카드
IG_CardAlbum,4245,1// 암무트 카드
IG_CardAlbum,4246,1// 어절터 카드
IG_CardAlbum,4247,1// 에스터 카드
IG_CardAlbum,4248,1// 에인션트미이라 카드
IG_CardAlbum,4249,1// 에인션트웜 카드
IG_CardAlbum,4251,1// 엘더 카드
IG_CardAlbum,4252,1// 엘리게이터 카드
IG_CardAlbum,4253,1// 엘리스 카드
IG_CardAlbum,4255,1// 오크레이디 카드
IG_CardAlbum,4256,1// 오크아쳐 카드
IG_CardAlbum,4257,1// 와일드로즈 카드
IG_CardAlbum,4258,1// 요선녀 카드
IG_CardAlbum,4259,1// 우든골렘 카드
IG_CardAlbum,4260,1// 우탄슈터 카드
IG_CardAlbum,4261,1// 우탄파이터 카드
IG_CardAlbum,4262,1// 운악선 카드
IG_CardAlbum,4264,1// 윈드고스트 카드
IG_CardAlbum,4265,1// 이매망량 카드
IG_CardAlbum,4267,1// 익스플로젼 카드
IG_CardAlbum,4268,1// 인저스티스 카드
IG_CardAlbum,4269,1// 인큐버스 카드
IG_CardAlbum,4270,1// 자이언트스파이더 카드
IG_CardAlbum,4271,1// 자이언트호넷 카드
IG_CardAlbum,4272,1// 저파룡 카드
IG_CardAlbum,4273,1// 조개 카드
IG_CardAlbum,4274,1// 좀비마스터 카드
IG_CardAlbum,4275,1// 좀비프리즈너 카드
IG_CardAlbum,4277,1// 지르타스 카드
IG_CardAlbum,4278,1// 지벳트 카드
IG_CardAlbum,4279,1// 지상딜리터 카드
IG_CardAlbum,4280,1// 지오그래퍼 카드
IG_CardAlbum,4281,1// 지퍼베어 카드
IG_CardAlbum,4282,1// 천구 카드
IG_CardAlbum,4283,1// 천하대장군 카드
IG_CardAlbum,4284,1// 체펫트 카드
IG_CardAlbum,4285,1// 쵸코 카드
IG_CardAlbum,4286,1// 카라카사 카드
IG_CardAlbum,4287,1// 캇파 카드
IG_CardAlbum,4288,1// 캐럿 카드
IG_CardAlbum,4289,1// 캐터필러 카드
IG_CardAlbum,4290,1// 캣오나인테일 카드
IG_CardAlbum,4292,1// 코볼트아쳐 카드
IG_CardAlbum,4293,1// 쿠키 카드
IG_CardAlbum,4294,1// 큐브 카드
IG_CardAlbum,4295,1// 크라벤 카드
IG_CardAlbum,4296,1// 크램프 카드
IG_CardAlbum,4297,1// 크루이져 카드
IG_CardAlbum,4298,1// 크리미피어 카드
IG_CardAlbum,4299,1// 클락 카드
IG_CardAlbum,4300,1// 키메라 카드
IG_CardAlbum,4301,1// 킬러맨티스 카드
IG_CardAlbum,4304,1// 탐루안 카드
IG_CardAlbum,4307,1// 투구벌레 카드
IG_CardAlbum,4308,1// 트라이조인트 카드
IG_CardAlbum,4309,1// 패러사이트 카드
IG_CardAlbum,4310,1// 팬저고블린 카드
IG_CardAlbum,4311,1// 퍼머터 카드
IG_CardAlbum,4312,1// 퍼씰 카드
