// Old Blue Box Obtainable Items Database
//
// Structure of Database:
// GroupID,ItemID,Rate

IG_BlueBox,501,12// 빨간포션
IG_BlueBox,502,12// 주홍포션
IG_BlueBox,503,12// 노란포션
IG_BlueBox,504,12// 하얀포션
IG_BlueBox,505,12// 파란포션
IG_BlueBox,506,12// 초록포션
IG_BlueBox,507,12// 빨간허브
IG_BlueBox,508,12// 노란허브
IG_BlueBox,509,12// 하얀허브
IG_BlueBox,510,12// 파란허브
IG_BlueBox,511,12// 초록허브
IG_BlueBox,512,12// 사과
IG_BlueBox,513,12// 바나나
IG_BlueBox,514,12// 포도
IG_BlueBox,515,12// 당근
IG_BlueBox,516,12// 고구마
IG_BlueBox,517,12// 고기
IG_BlueBox,518,12// 꿀
IG_BlueBox,519,12// 우유
IG_BlueBox,520,12// 히나레의 잎사귀
IG_BlueBox,521,12// 알로에의 잎사귀
IG_BlueBox,522,12// 마스테라의 열매
IG_BlueBox,523,12// 성수
IG_BlueBox,525,12// 만능약
IG_BlueBox,526,12// 로얄제리
IG_BlueBox,528,12// 괴물의 먹이
IG_BlueBox,529,12// 사탕
IG_BlueBox,530,12// 막대사탕
IG_BlueBox,531,12// 사과 쥬스
IG_BlueBox,532,12// 바나나 쥬스
IG_BlueBox,533,12// 포도 쥬스
IG_BlueBox,534,12// 당근 쥬스
IG_BlueBox,535,12// 호박
IG_BlueBox,536,12// 아이스 크림
IG_BlueBox,537,12// 펫 푸드
IG_BlueBox,538,12// 잘 구운 쿠키
IG_BlueBox,539,12// 조각 케이크
IG_BlueBox,544,12// 회
IG_BlueBox,545,12// 레드 슬림 포션
IG_BlueBox,546,12// 옐로우 슬림 포션
IG_BlueBox,547,12// 화이트 슬림 포션
IG_BlueBox,548,12// 치즈
IG_BlueBox,549,12// 밤고구마
IG_BlueBox,550,12// 뻥튀기
IG_BlueBox,551,12// 초밥
IG_BlueBox,553,12// 만두
IG_BlueBox,555,12// 떡
IG_BlueBox,558,12// 초콜렛
IG_BlueBox,561,12// 화이트 초콜렛
IG_BlueBox,601,12// 파리의 날개
IG_BlueBox,602,12// 나비의 날개
IG_BlueBox,604,512// 고목나무 가지
IG_BlueBox,605,12// 안티 페인멘트
IG_BlueBox,606,12// 알로에베라
IG_BlueBox,607,12// 이그드라실의 열매
IG_BlueBox,608,12// 이그드라실의 씨앗
IG_BlueBox,609,12// 반혼부
IG_BlueBox,610,12// 이그드라실의 나뭇잎
IG_BlueBox,611,12// 돋보기
IG_BlueBox,612,12// 휴대용 용광로
IG_BlueBox,613,12// 강철의 망치
IG_BlueBox,614,12// 황금의 망치
IG_BlueBox,615,12// 오리데오콘 망치
IG_BlueBox,618,12// 낡은 두루마리
IG_BlueBox,619,12// 덜익은 사과
IG_BlueBox,620,12// 오렌지 쥬스
IG_BlueBox,621,12// 쓰디쓴 풀
IG_BlueBox,622,12// 무지개색 당근
IG_BlueBox,623,12// 멋쟁이 청년 지렁이
IG_BlueBox,624,12// 썩은 생선
IG_BlueBox,625,12// 녹슬어버린 철
IG_BlueBox,626,12// 몬스터 쥬스
IG_BlueBox,627,12// 달콤한 우유
IG_BlueBox,628,12// 잘 말린 뼈다귀
IG_BlueBox,629,12// 노래하는 꽃
IG_BlueBox,630,12// 아침이슬을 머금은 이끼
IG_BlueBox,631,12// 맹독초
IG_BlueBox,632,12// 토실토실 살찐 지렁이
IG_BlueBox,633,12// 구운 고구마
IG_BlueBox,634,12// 열대의 바나나
IG_BlueBox,635,12// 조직의 쓴맛
IG_BlueBox,636,12// 수취인 불명
IG_BlueBox,637,12// 헌 빗자루
IG_BlueBox,638,12// 순결의 은장도
IG_BlueBox,639,12// 복종의 팔찌
IG_BlueBox,640,12// 반짝이는 돌
IG_BlueBox,641,12// 어둠의 계약서
IG_BlueBox,642,12// 악마소환서
IG_BlueBox,643,12// 휴대용 알 부화기
IG_BlueBox,644,312// 선물상자
IG_BlueBox,645,12// 집중의 포션
IG_BlueBox,656,12// 각성의 포션
IG_BlueBox,657,12// 버서크 포션
IG_BlueBox,659,12// 그녀의 마음
IG_BlueBox,663,12// 송편
IG_BlueBox,664,12// 선물상자
IG_BlueBox,665,12// 선물상자
IG_BlueBox,666,12// 선물상자
IG_BlueBox,667,12// 선물상자
IG_BlueBox,668,12// 세뱃돈
