// Homunculus Skill Tree Database
//
// Structure of Database:
// Class,SkillID,MaxLv,NeedLevel,Prerequisite SkillID1,Prerequisite SkillLv1,PrereqSkillID2,PrereqSkillLv2,PrereqSkillID3,PrereqSkillLv3,PrereqSkillID4,PrereqSkillLv4,PrereqSkillID5,PrereqSkillLv5,IntimacyLvReq //SKILLNAME#Skill Name#
//
// 01. Class                    Homunculus ID.
// 02. SkillID                  Skill ID of the homunuculus skill.
// 03. MaxLv                    Maximum level of the homunuculus skill.
// 04. NeedLevel                Homunculus level required for the skill to become available
// 05. Prerequisite SkillID     Homunculus skill required for the skill to become available.
// 06. Prerequisite SkillLv     Level of the required homunculus skill.
// ...
// 15. IntimacyLvReq			Minimum level of intimacy to unlock skill.
//
// NOTE: MAX_PC_SKILL_REQUIRE (typically 5) ID/Lv pairs must be specified.

//Lif
6001,8001,5,0,0,0,0,0,0,0,0,0,0,0,0	//HLIF_HEAL#치유의 손길(힐)#
6001,8002,5,0,8001,3,0,0,0,0,0,0,0,0,0	//HLIF_AVOID#긴급회피#
6001,8003,5,0,8001,5,0,0,0,0,0,0,0,0,0	//HLIF_BRAIN#뇌수술#
//Amistr
6002,8005,5,0,0,0,0,0,0,0,0,0,0,0,0	//HAMI_CASTLE#캐슬링#
6002,8006,5,0,8005,5,0,0,0,0,0,0,0,0,0	//HAMI_DEFENCE#디펜스#
6002,8007,5,0,8006,3,0,0,0,0,0,0,0,0,0	//HAMI_SKIN#아다만티움 스킨#
//Filir
6003,8009,5,0,0,0,0,0,0,0,0,0,0,0,0	//HFLI_MOON#문라이트#
6003,8010,5,0,8009,3,0,0,0,0,0,0,0,0,0	//HFLI_FLEET#플릿 무브#
6003,8011,5,0,8010,3,0,0,0,0,0,0,0,0,0	//HFLI_SPEED#오버드 스피드#
//Vanilmirth
6004,8013,5,0,0,0,0,0,0,0,0,0,0,0,0	//HVAN_CAPRICE#카프리스#
6004,8014,5,0,8013,3,0,0,0,0,0,0,0,0,0	//HVAN_CHAOTIC#카오틱 베네딕션#
6004,8015,5,0,8013,5,0,0,0,0,0,0,0,0,0	//HVAN_INSTRUCT#체인지 인스트럭션#
//Lif2
6005,8001,5,0,0,0,0,0,0,0,0,0,0,0,0	//HLIF_HEAL#치유의 손길(힐)#
6005,8002,5,0,8001,3,0,0,0,0,0,0,0,0,0	//HLIF_AVOID#긴급회피#
6005,8003,5,0,8001,5,0,0,0,0,0,0,0,0,0	//HLIF_BRAIN#뇌수술#
//Amistr2
6006,8005,5,0,0,0,0,0,0,0,0,0,0,0,0	//HAMI_CASTLE#캐슬링#
6006,8006,5,0,8005,5,0,0,0,0,0,0,0,0,0	//HAMI_DEFENCE#디펜스#
6006,8007,5,0,8006,3,0,0,0,0,0,0,0,0,0	//HAMI_SKIN#아다만티움 스킨#
//Filir2
6007,8009,5,0,0,0,0,0,0,0,0,0,0,0,0	//HFLI_MOON#문라이트#
6007,8010,5,0,8009,3,0,0,0,0,0,0,0,0,0	//HFLI_FLEET#플릿 무브#
6007,8011,5,0,8010,3,0,0,0,0,0,0,0,0,0	//HFLI_SPEED#오버드 스피드#
//Vanilmirth2
6008,8013,5,0,0,0,0,0,0,0,0,0,0,0,0	//HVAN_CAPRICE#카프리스#
6008,8014,5,0,8013,3,0,0,0,0,0,0,0,0,0	//HVAN_CHAOTIC#카오틱 베네딕션#
6008,8015,5,0,8013,5,0,0,0,0,0,0,0,0,0	//HVAN_INSTRUCT#체인지 인스트럭션#
//Lif_H
6009,8001,5,0,0,0,0,0,0,0,0,0,0,0,0	//HLIF_HEAL#치유의 손길(힐)#
6009,8002,5,0,8001,3,0,0,0,0,0,0,0,0,0	//HLIF_AVOID#긴급회피#
6009,8003,5,0,8001,5,0,0,0,0,0,0,0,0,0	//HLIF_BRAIN#뇌수술#
6009,8004,3,0,0,0,0,0,0,0,0,0,0,0,910	//HLIF_CHANGE#멘탈 체인지#
//Amistr_H
6010,8005,5,0,0,0,0,0,0,0,0,0,0,0,0	//HAMI_CASTLE#캐슬링#
6010,8006,5,0,8005,5,0,0,0,0,0,0,0,0,0	//HAMI_DEFENCE#디펜스#
6010,8007,5,0,8006,3,0,0,0,0,0,0,0,0,0	//HAMI_SKIN#아다만티움 스킨#
6010,8008,3,0,0,0,0,0,0,0,0,0,0,0,910	//HAMI_BLOODLUST#블러드 러스트#
//Filir_H
6011,8009,5,0,0,0,0,0,0,0,0,0,0,0,0	//HFLI_MOON#문라이트#
6011,8010,5,0,8009,3,0,0,0,0,0,0,0,0,0	//HFLI_FLEET#플릿 무브#
6011,8011,5,0,8010,3,0,0,0,0,0,0,0,0,0	//HFLI_SPEED#오버드 스피드#
6011,8012,3,0,0,0,0,0,0,0,0,0,0,0,910	//HFLI_SBR44#S.B.R.44#
//Vanilmirth_H
6012,8013,5,0,0,0,0,0,0,0,0,0,0,0,0	//HVAN_CAPRICE#카프리스#
6012,8014,5,0,8013,3,0,0,0,0,0,0,0,0,0	//HVAN_CHAOTIC#카오틱 베네딕션#
6012,8015,5,0,8013,5,0,0,0,0,0,0,0,0,0	//HVAN_INSTRUCT#체인지 인스트럭션#
6012,8016,3,0,0,0,0,0,0,0,0,0,0,0,910	//HVAN_EXPLOSION#바이오 익스플로젼#
//Lif2_H
6013,8001,5,0,0,0,0,0,0,0,0,0,0,0,0	//HLIF_HEAL#치유의 손길(힐)#
6013,8002,5,0,8001,3,0,0,0,0,0,0,0,0,0	//HLIF_AVOID#긴급회피#
6013,8003,5,0,8001,5,0,0,0,0,0,0,0,0,0	//HLIF_BRAIN#뇌수술#
6013,8004,3,0,0,0,0,0,0,0,0,0,0,0,910	//HLIF_CHANGE#멘탈 체인지#
//Amistr2_H
6014,8005,5,0,0,0,0,0,0,0,0,0,0,0,0	//HAMI_CASTLE#캐슬링#
6014,8006,5,0,8005,5,0,0,0,0,0,0,0,0,0	//HAMI_DEFENCE#디펜스#
6014,8007,5,0,8006,3,0,0,0,0,0,0,0,0,0	//HAMI_SKIN#아다만티움 스킨#
6014,8008,3,0,0,0,0,0,0,0,0,0,0,0,910	//HAMI_BLOODLUST#블러드 러스트#
//Filir2_H
6015,8009,5,0,0,0,0,0,0,0,0,0,0,0,0	//HFLI_MOON#문라이트#
6015,8010,5,0,8009,3,0,0,0,0,0,0,0,0,0	//HFLI_FLEET#플릿 무브#
6015,8011,5,0,8010,3,0,0,0,0,0,0,0,0,0	//HFLI_SPEED#오버드 스피드#
6015,8012,3,0,0,0,0,0,0,0,0,0,0,0,910	//HFLI_SBR44#S.B.R.44#
//Vanilmirth2_H
6016,8013,5,0,0,0,0,0,0,0,0,0,0,0,0	//HVAN_CAPRICE#카프리스#
6016,8014,5,0,8013,3,0,0,0,0,0,0,0,0,0	//HVAN_CHAOTIC#카오틱 베네딕션#
6016,8015,5,0,8013,5,0,0,0,0,0,0,0,0,0	//HVAN_INSTRUCT#체인지 인스트럭션#
6016,8016,3,0,0,0,0,0,0,0,0,0,0,0,910	//HVAN_EXPLOSION#바이오 익스플로젼#
//Eira
6048,8022,5,128,0,0,0,0,0,0,0,0,0,0,0	//MH_LIGHT_OF_REGENE#재생의 빛#
6048,8023,5,114,0,0,0,0,0,0,0,0,0,0,0	//MH_OVERED_BOOST#오버드 부스트#
6048,8024,5,106,0,0,0,0,0,0,0,0,0,0,0	//MH_ERASER_CUTTER#이레이져 커터#
6048,8025,5,121,0,0,0,0,0,0,0,0,0,0,0	//MH_XENO_SLASHER#제노 슬래셔#
6048,8026,5,137,0,0,0,0,0,0,0,0,0,0,0	//MH_SILENT_BREEZE#사일런트 브리즈#
//Bayeri
6049,8031,5,105,0,0,0,0,0,0,0,0,0,0,0	//MH_STAHL_HORN#슈탈 호른 : 강철의 뿔#
6049,8032,5,112,0,0,0,0,0,0,0,0,0,0,0	//MH_GOLDENE_FERSE#골덴 페르제 : 황금의 뒤꿈치#
6049,8033,5,121,0,0,0,0,0,0,0,0,0,0,0	//MH_STEINWAND#슈테인반트 : 바위 벽#
6049,8034,5,138,0,0,0,0,0,0,0,0,0,0,0	//MH_HEILIGE_STANGE#하일리게 슈탕에 : 성스러운 창#
6049,8035,5,130,0,0,0,0,0,0,0,0,0,0,0	//MH_ANGRIFFS_MODUS#안그리프 모더스 : 전투 태세#
//Sera
6050,8018,5,132,0,0,0,0,0,0,0,0,0,0,0	//MH_SUMMON_LEGION#서몬 레기온#
