// Red Pouch of Surprise Summonable Monsters Database
//
// Structure of Database:
// MobRandomGroupID,MobID,DummyName,Rate

MOBG_Red_Pouch_Of_Surprise,0,Poring,1002
MOBG_Red_Pouch_Of_Surprise,1001,스콜피온,Scorpion
MOBG_Red_Pouch_Of_Surprise,1002,포링,Poring
MOBG_Red_Pouch_Of_Surprise,1004,호넷,Hornet
MOBG_Red_Pouch_Of_Surprise,1005,퍼밀리어,Familiar
MOBG_Red_Pouch_Of_Surprise,1007,파브르,Fabre
MOBG_Red_Pouch_Of_Surprise,1008,푸파,Pupa
MOBG_Red_Pouch_Of_Surprise,1009,콘도르,Condor
MOBG_Red_Pouch_Of_Surprise,1010,윌로우,Willow
MOBG_Red_Pouch_Of_Surprise,1011,촌촌,Chonchon
MOBG_Red_Pouch_Of_Surprise,1012,로다프로그,Roda Frog
MOBG_Red_Pouch_Of_Surprise,1013,울프,Wolf
MOBG_Red_Pouch_Of_Surprise,1014,스포아,Spore
MOBG_Red_Pouch_Of_Surprise,1015,좀비,Zombie
MOBG_Red_Pouch_Of_Surprise,1016,아쳐 스켈레톤,Archer Skeleton
MOBG_Red_Pouch_Of_Surprise,1018,크리미,Creamy
MOBG_Red_Pouch_Of_Surprise,1019,페코페코,Peco Peco
MOBG_Red_Pouch_Of_Surprise,1020,만드라고라,Mandragora
MOBG_Red_Pouch_Of_Surprise,1023,오크 워리어,Orc Warrior
MOBG_Red_Pouch_Of_Surprise,1024,웜테일,Wormtail
MOBG_Red_Pouch_Of_Surprise,1025,보아,Boa
MOBG_Red_Pouch_Of_Surprise,1026,무낙,Munak
MOBG_Red_Pouch_Of_Surprise,1028,솔져 스켈레톤,Soldier Skeleton
MOBG_Red_Pouch_Of_Surprise,1029,이시스,Isis
MOBG_Red_Pouch_Of_Surprise,1030,아나콘다크,Anacondaq
MOBG_Red_Pouch_Of_Surprise,1031,포포링,Poporing
MOBG_Red_Pouch_Of_Surprise,1032,베릿트,Verit
MOBG_Red_Pouch_Of_Surprise,1033,엘더 윌로우,Elder Willow
MOBG_Red_Pouch_Of_Surprise,1034,타라프로그,Thara Frog
MOBG_Red_Pouch_Of_Surprise,1035,헌터플라이,Hunter Fly
MOBG_Red_Pouch_Of_Surprise,1036,구울,Ghoul
MOBG_Red_Pouch_Of_Surprise,1037,사이드 와인더,Side Winder
